Market,Side,Date,Trade Value,Size,Price,Closed PnL,Fee,Role,Type
ZRO,Close Long,2025-11-06 23:35:58,10.116600,6.500000,1.556400,0.025285,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 23:35:51,9.948624,4.800000,2.072630,-0.048480,0.0000,Taker,trade
ZRO,Open Long,2025-11-06 23:29:17,10.091315,6.500000,1.552510,-,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 23:29:10,9.997104,4.800000,2.082730,-,0.0000,Taker,trade
XMR,Open Long,2025-11-06 23:29:07,10.071152,0.028000,359.684000,-,0.0000,Taker,trade
TRUMP,Close Long,2025-11-06 23:29:01,10.060512,1.320000,7.621600,0.017292,0.0000,Taker,trade
TRUMP,Open Long,2025-11-06 23:22:29,10.043220,1.320000,7.608500,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 23:22:23,9.996025,0.065000,153.785000,-0.045760,0.0000,Taker,trade
SOL,Open Long,2025-11-06 23:15:39,10.041785,0.065000,154.489000,-,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 23:01:14,9.977568,4.800000,2.078660,-0.029856,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 22:54:37,10.007424,4.800000,2.084880,-,0.0000,Taker,trade
XMR,Close Long,2025-11-06 22:38:58,10.045924,0.028000,358.783000,-0.009156,0.0000,Taker,trade
XMR,Open Long,2025-11-06 22:32:18,10.055080,0.028000,359.110000,-,0.0000,Taker,trade
USELESS,Close Long,2025-11-06 22:25:34,9.949160,68.900000,0.144400,-0.035828,0.0000,Taker,trade
USELESS,Open Long,2025-11-06 22:18:55,9.984988,68.900000,0.144920,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 22:18:45,9.978304,0.064000,155.911000,-0.005632,0.0000,Taker,trade
XRP,Close Long,2025-11-06 22:18:38,11.100465,5.000000,2.220093,-0.000370,0.0000,Taker,trade
XRP,Open Long,2025-11-06 22:12:01,11.100835,5.000000,2.220167,-,0.0000,Taker,trade
SOL,Open Long,2025-11-06 22:11:57,9.983936,0.064000,155.999000,-,0.0000,Taker,trade
BNB,Close Long,2025-11-06 22:11:51,9.521260,0.010000,952.126000,0.003839,0.0000,Taker,trade
ZEC,Close Short,2025-11-06 21:58:23,9.906315,0.019000,521.385000,0.007030,0.0000,Taker,trade
ZEC,Open Short,2025-11-06 21:51:35,9.913345,0.019000,521.755000,-,0.0000,Taker,trade
XRP,Close Long,2025-11-06 21:51:16,11.047970,5.000000,2.209594,0.086100,0.0000,Taker,trade
BNB,Open Long,2025-11-06 21:44:34,9.517421,0.010000,951.742100,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 21:44:28,10.013248,0.064000,156.457000,0.029952,0.0000,Taker,trade
SOL,Open Long,2025-11-06 21:37:42,9.983296,0.064000,155.989000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 21:30:36,9.947840,0.064000,155.435000,0.030848,0.0000,Taker,trade
SOL,Open Long,2025-11-06 21:23:38,9.916992,0.064000,154.953000,-,0.0000,Taker,trade
ZRO,Close Short,2025-11-06 21:23:31,9.978870,6.600000,1.511950,0.020724,0.0000,Taker,trade
ZRO,Open Short,2025-11-06 21:16:38,9.999594,6.600000,1.515090,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 21:16:29,9.898560,0.064000,154.665000,-0.032320,0.0000,Taker,trade
HBAR,Close Long,2025-11-06 21:16:22,9.997386,61.800000,0.161770,0.001854,0.0000,Taker,trade
SOL,Open Long,2025-11-06 21:09:29,9.930880,0.064000,155.170000,-,0.0000,Taker,trade
HBAR,Open Long,2025-11-06 21:02:36,9.995532,61.800000,0.161740,-,0.0000,Taker,trade
APT,Close Long,2025-11-06 21:02:30,9.961155,3.690000,2.699500,-0.028782,0.0000,Taker,trade
ZRO,Close Short,2025-11-06 21:02:23,9.888450,6.500000,1.521300,0.137150,0.0000,Taker,trade
XRP,Open Long,2025-11-06 21:02:19,10.961870,5.000000,2.192374,-,0.0000,Taker,trade
ZRO,Open Short,2025-11-06 20:11:01,10.025600,6.500000,1.542400,-,0.0000,Taker,trade
XRP,Close Long,2025-11-06 20:10:45,8.856040,4.000000,2.214010,0.012252,0.0000,Taker,trade
HBAR,Close Long,2025-11-06 20:03:48,10.052790,61.500000,0.163460,0.054735,0.0000,Taker,trade
SOL,Close Long,2025-11-06 19:56:41,10.014208,0.064000,156.472000,0.018048,0.0000,Taker,trade
BNB,Close Long,2025-11-06 19:56:35,9.460813,0.010000,946.081300,0.016510,0.0000,Taker,trade
HBAR,Open Long,2025-11-06 19:56:31,9.998055,61.500000,0.162570,-,0.0000,Taker,trade
ZRO,Close Short,2025-11-06 19:56:24,10.065575,6.500000,1.548550,-0.006305,0.0000,Taker,trade
ZRO,Open Short,2025-11-06 19:49:29,10.059270,6.500000,1.547580,-,0.0000,Taker,trade
TRUMP,Close Long,2025-11-06 19:49:16,9.864540,1.260000,7.829000,-0.081270,0.0000,Taker,trade
SOL,Open Long,2025-11-06 19:42:27,9.996160,0.064000,156.190000,-,0.0000,Taker,trade
BNB,Open Long,2025-11-06 19:42:24,9.444303,0.010000,944.430300,-,0.0000,Taker,trade
APT,Open Long,2025-11-06 19:42:21,9.989937,3.690000,2.707300,-,0.0000,Taker,trade
ZRO,Close Long,2025-11-06 19:42:14,9.954048,6.400000,1.555320,-0.050432,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 19:42:01,10.012170,4.900000,2.043300,-0.017934,0.0000,Taker,trade
TRUMP,Open Long,2025-11-06 19:39:49,9.945810,1.260000,7.893500,-,0.0000,Taker,trade
ZRO,Open Long,2025-11-06 19:39:45,10.004480,6.400000,1.563200,-,0.0000,Taker,trade
XRP,Open Long,2025-11-06 19:35:14,8.843788,4.000000,2.210947,-,0.0000,Taker,trade
DYDX,Close Long,2025-11-06 19:05:54,9.984890,34.900000,0.286100,0.001745,0.0000,Taker,trade
DYDX,Open Long,2025-11-06 18:59:09,9.983145,34.900000,0.286050,-,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 18:59:02,10.030104,4.900000,2.046960,-,0.0000,Taker,trade
ZK,Close Long,2025-11-06 18:52:09,9.853958,134.000000,0.073537,-0.138422,0.0000,Taker,trade
TAO,Close Long,2025-11-06 18:52:02,10.454886,0.026000,402.111000,0.309894,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 18:51:56,10.347900,5.000000,2.069580,0.379450,0.0000,Taker,trade
ZK,Open Long,2025-11-06 18:45:12,9.992380,134.000000,0.074570,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 18:38:09,10.057920,0.064000,157.155000,0.075200,0.0000,Taker,trade
APT,Close Long,2025-11-06 18:38:02,9.948930,3.700000,2.688900,0.009250,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 18:31:14,10.163309,0.019000,534.911000,-0.018886,0.0000,Taker,trade
BNB,Close Long,2025-11-06 18:23:54,9.402458,0.010000,940.245800,-0.024727,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 18:17:08,9.968450,5.000000,1.993690,-,0.0000,Taker,trade
XRP,Close Long,2025-11-06 18:16:40,8.870464,4.000000,2.217616,-0.012184,0.0000,Taker,trade
BNB,Open Long,2025-11-06 18:09:57,9.427185,0.010000,942.718500,-,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 18:02:40,9.999350,5.000000,1.999870,-0.012550,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 17:55:53,10.011900,5.000000,2.002380,-,0.0000,Taker,trade
ZK,Close Long,2025-11-06 17:48:25,9.827828,134.000000,0.073342,-0.182910,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 17:41:37,10.182195,0.019000,535.905000,-,0.0000,Taker,trade
LINEA,Close Long,2025-11-06 17:41:31,9.997596,873.000000,0.011452,0.003492,0.0000,Taker,trade
ZK,Open Long,2025-11-06 17:34:40,10.010738,134.000000,0.074707,-,0.0000,Taker,trade
1000SHIB,Close Long,2025-11-06 17:27:26,10.068971,1133.000000,0.008887,0.120098,0.0000,Taker,trade
APT,Open Long,2025-11-06 17:20:17,9.939680,3.700000,2.686400,-,0.0000,Taker,trade
DOGE,Close Long,2025-11-06 17:20:08,9.995454,63.000000,0.158658,0.106218,0.0000,Taker,trade
LINEA,Open Long,2025-11-06 17:13:12,9.994104,873.000000,0.011448,-,0.0000,Taker,trade
XRP,Open Long,2025-11-06 17:13:05,8.882648,4.000000,2.220662,-,0.0000,Taker,trade
ZK,Close Long,2025-11-06 17:12:32,10.213476,141.000000,0.072436,0.279603,0.0000,Taker,trade
ZK,Open Long,2025-11-06 17:05:43,9.933873,141.000000,0.070453,-,0.0000,Taker,trade
APT,Close Long,2025-11-06 17:05:37,10.120440,3.740000,2.706000,0.228514,0.0000,Taker,trade
TRUMP,Close Long,2025-11-06 17:05:24,9.933184,1.280000,7.760300,-0.029568,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 16:58:00,9.867021,5.100000,1.934710,-0.184365,0.0000,Taker,trade
AVAX,Close Long,2025-11-06 16:57:54,9.940707,0.630000,15.778900,0.009450,0.0000,Taker,trade
BTC,Close Long,2025-11-06 16:57:33,211.767780,0.002100,100841.800000,0.775856,0.0000,Taker,trade
BTC,Close Long,2025-11-06 16:57:33,504.209000,0.005000,100841.800000,1.847275,0.0000,Taker,trade
BTC,Close Long,2025-11-06 16:57:33,100.841800,0.001000,100841.800000,0.369455,0.0000,Taker,trade
BTC,Close Long,2025-11-06 16:57:33,100.841900,0.001000,100841.900000,0.369555,0.0000,Taker,trade
BTC,Close Long,2025-11-06 16:57:33,90.758700,0.000900,100843.000000,0.333590,0.0000,Taker,trade
RESOLV,Close Long,2025-11-06 16:50:45,9.162560,137.000000,0.066880,-0.789531,0.0000,Taker,trade
BTC,Open Long,2025-11-06 16:50:34,954.487800,0.009500,100472.400000,-,0.0000,Taker,trade
BTC,Open Long,2025-11-06 16:50:34,50.235650,0.000500,100471.300000,-,0.0000,Taker,trade
APT,Open Long,2025-11-06 16:43:54,9.891926,3.740000,2.644900,-,0.0000,Taker,trade
1000SHIB,Open Long,2025-11-06 16:43:51,9.948873,1133.000000,0.008781,-,0.0000,Taker,trade
DOGE,Open Long,2025-11-06 16:43:47,9.889236,63.000000,0.156972,-,0.0000,Taker,trade
TRUMP,Open Long,2025-11-06 16:36:52,9.962752,1.280000,7.783400,-,0.0000,Taker,trade
RESOLV,Open Long,2025-11-06 16:36:49,9.952091,137.000000,0.072643,-,0.0000,Taker,trade
AVAX,Open Long,2025-11-06 16:33:06,9.931257,0.630000,15.763900,-,0.0000,Taker,trade
TRX,Close Long,2025-11-06 16:33:00,9.997314,35.400000,0.282410,0.008496,0.0000,Taker,trade
AAVE,Close Long,2025-11-06 16:32:53,9.951069,0.051000,195.119000,-0.008109,0.0000,Taker,trade
SOL,Open Long,2025-11-06 16:25:37,9.982720,0.064000,155.980000,-,0.0000,Taker,trade
AAVE,Open Long,2025-11-06 16:18:18,9.959178,0.051000,195.278000,-,0.0000,Taker,trade
BCH,Close Long,2025-11-06 16:11:05,9.880521,0.021000,470.501000,-0.065877,0.0000,Taker,trade
TRX,Open Long,2025-11-06 16:03:52,9.988818,35.400000,0.282170,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 16:03:42,9.990400,0.064000,156.100000,0.020224,0.0000,Taker,trade
AAVE,Close Long,2025-11-06 16:03:28,10.008648,0.051000,196.248000,0.032997,0.0000,Taker,trade
AAVE,Open Long,2025-11-06 15:56:18,9.975651,0.051000,195.601000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-06 15:56:14,9.970176,0.064000,155.784000,-,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 15:56:11,10.051386,5.100000,1.970860,-,0.0000,Taker,trade
LTC,Close Long,2025-11-06 15:55:56,9.866814,0.114000,86.551000,-0.154698,0.0000,Taker,trade
APT,Close Long,2025-11-06 15:55:49,9.946908,3.720000,2.673900,0.026040,0.0000,Taker,trade
AAVE,Close Long,2025-11-06 15:48:44,9.966828,0.051000,195.428000,-0.097002,0.0000,Taker,trade
1000SHIB,Close Long,2025-11-06 15:48:37,9.776992,1103.000000,0.008864,-0.133463,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 15:48:24,9.847200,5.000000,1.969440,-0.173450,0.0000,Taker,trade
SOL,Close Long,2025-11-06 15:40:27,9.842490,0.063000,156.230000,-0.160020,0.0000,Taker,trade
AAVE,Open Long,2025-11-06 15:33:34,10.063830,0.051000,197.330000,-,0.0000,Taker,trade
ZORA,Close Short,2025-11-06 15:33:28,9.536023,157.000000,0.060739,0.319338,0.0000,Taker,trade
XMR,Close Long,2025-11-06 15:33:21,9.793812,0.028000,349.779000,-0.035084,0.0000,Taker,trade
XMR,Open Long,2025-11-06 15:26:13,9.828896,0.028000,351.032000,-,0.0000,Taker,trade
ADA,Close Long,2025-11-06 15:26:01,9.844608,18.600000,0.529280,-0.143592,0.0000,Taker,trade
BCH,Open Long,2025-11-06 15:18:54,9.946398,0.021000,473.638000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-06 15:18:48,10.102556,0.029000,348.364000,-0.042833,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 15:18:44,10.020650,5.000000,2.004130,-,0.0000,Taker,trade
AVAX,Close Long,2025-11-06 15:18:31,9.789158,0.610000,16.047800,-0.172874,0.0000,Taker,trade
SEI,Close Short,2025-11-06 15:11:36,9.765497,59.900000,0.163030,0.056905,0.0000,Taker,trade
XMR,Open Long,2025-11-06 15:11:25,10.145389,0.029000,349.841000,-,0.0000,Taker,trade
TAO,Open Long,2025-11-06 15:04:38,10.144992,0.026000,390.192000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 15:04:32,9.352422,0.018000,519.579000,-0.425466,0.0000,Taker,trade
XMR,Close Long,2025-11-06 15:04:25,9.764104,0.028000,348.718000,-0.212324,0.0000,Taker,trade
BCH,Close Long,2025-11-06 15:04:17,9.900261,0.021000,471.441000,-0.059787,0.0000,Taker,trade
TAO,Close Long,2025-11-06 14:57:18,9.712625,0.025000,388.505000,-0.118775,0.0000,Taker,trade
TAO,Open Long,2025-11-06 14:50:23,9.831400,0.025000,393.256000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-06 14:50:12,10.002510,0.063000,158.770000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-06 14:50:09,9.960048,0.021000,474.288000,-,0.0000,Taker,trade
TRUMP,Close Long,2025-11-06 14:43:10,10.007168,1.280000,7.818100,0.056448,0.0000,Taker,trade
TAO,Close Long,2025-11-06 14:43:03,10.057060,0.026000,386.810000,0.100490,0.0000,Taker,trade
SOL,Close Long,2025-11-06 14:42:50,9.803316,0.062000,158.118000,-0.163556,0.0000,Taker,trade
APT,Open Long,2025-11-06 14:09:20,9.920868,3.720000,2.666900,-,0.0000,Taker,trade
1000SHIB,Open Long,2025-11-06 14:09:17,9.910455,1103.000000,0.008985,-,0.0000,Taker,trade
ZORA,Open Short,2025-11-06 14:09:07,9.855361,157.000000,0.062773,-,0.0000,Taker,trade
SEI,Open Short,2025-11-06 14:09:02,9.822402,59.900000,0.163980,-,0.0000,Taker,trade
NEAR,Close Short,2025-11-06 14:08:45,10.129263,5.100000,1.986130,-0.201705,0.0000,Taker,trade
AVAX,Open Long,2025-11-06 14:02:08,9.962032,0.610000,16.331200,-,0.0000,Taker,trade
ADA,Open Long,2025-11-06 14:02:06,9.988200,18.600000,0.537000,-,0.0000,Taker,trade
POPCAT,Close Long,2025-11-06 14:01:36,9.911608,75.800000,0.130760,-0.055334,0.0000,Taker,trade
TAO,Open Long,2025-11-06 13:47:28,9.956570,0.026000,382.945000,-,0.0000,Taker,trade
BCH,Close Long,2025-11-06 13:47:19,10.115826,0.021000,481.706000,0.006804,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 13:46:54,9.777888,0.018000,543.216000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-06 13:46:51,9.976428,0.028000,356.301000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-06 13:40:11,10.109022,0.021000,481.382000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-06 13:40:08,9.966872,0.062000,160.756000,-,0.0000,Taker,trade
POPCAT,Open Long,2025-11-06 13:40:04,9.966942,75.800000,0.131490,-,0.0000,Taker,trade
ARB,Close Long,2025-11-06 13:39:58,10.199664,38.600000,0.264240,0.133170,0.0000,Taker,trade
LTC,Open Long,2025-11-06 13:32:59,10.021512,0.114000,87.908000,-,0.0000,Taker,trade
TRUMP,Open Long,2025-11-06 13:32:55,9.950720,1.280000,7.774000,-,0.0000,Taker,trade
NEAR,Open Short,2025-11-06 13:32:49,9.927558,5.100000,1.946580,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 13:32:43,10.297145,0.019000,541.955000,0.131784,0.0000,Taker,trade
BCH,Close Long,2025-11-06 13:32:36,10.111962,0.021000,481.522000,-0.016926,0.0000,Taker,trade
POPCAT,Close Long,2025-11-06 13:32:22,10.166406,77.100000,0.131860,0.039321,0.0000,Taker,trade
BCH,Open Long,2025-11-06 13:25:46,10.128888,0.021000,482.328000,-,0.0000,Taker,trade
XMR,Close Short,2025-11-06 13:25:33,9.916900,0.028000,354.175000,-0.055580,0.0000,Taker,trade
CRV,Close Long,2025-11-06 13:25:20,10.180800,24.000000,0.424200,0.165840,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 13:25:06,10.137764,5.200000,1.949570,0.030784,0.0000,Taker,trade
XMR,Open Short,2025-11-06 13:18:14,9.861320,0.028000,352.190000,-,0.0000,Taker,trade
POPCAT,Open Long,2025-11-06 13:18:11,10.127085,77.100000,0.131350,-,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 13:18:08,10.106980,5.200000,1.943650,-,0.0000,Taker,trade
HBAR,Close Long,2025-11-06 13:18:01,10.090054,59.800000,0.168730,0.056810,0.0000,Taker,trade
ENA,Close Long,2025-11-06 13:17:48,10.208754,31.800000,0.321030,0.164088,0.0000,Taker,trade
1000BONK,Close Long,2025-11-06 13:17:41,10.150222,839.000000,0.012098,0.109909,0.0000,Taker,trade
ENA,Open Long,2025-11-06 13:10:43,10.044666,31.800000,0.315870,-,0.0000,Taker,trade
ARB,Open Long,2025-11-06 13:10:40,10.066494,38.600000,0.260790,-,0.0000,Taker,trade
1000BONK,Open Long,2025-11-06 13:10:37,10.040313,839.000000,0.011967,-,0.0000,Taker,trade
HBAR,Open Long,2025-11-06 13:10:33,10.033244,59.800000,0.167780,-,0.0000,Taker,trade
POPCAT,Close Long,2025-11-06 13:10:14,10.053300,77.500000,0.129720,0.022475,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 13:10:07,9.925604,5.200000,1.908770,-0.038584,0.0000,Taker,trade
CRV,Open Long,2025-11-06 13:03:38,10.014960,24.000000,0.417290,-,0.0000,Taker,trade
POPCAT,Open Long,2025-11-06 13:03:35,10.030825,77.500000,0.129430,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 13:03:31,10.165361,0.019000,535.019000,-,0.0000,Taker,trade
TAO,Close Long,2025-11-06 13:03:25,10.130265,0.027000,375.195000,0.018792,0.0000,Taker,trade
SOL,Close Long,2025-11-06 12:55:57,9.923319,0.063000,157.513000,-0.068418,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 12:55:47,10.176476,0.019000,535.604000,0.046721,0.0000,Taker,trade
POPCAT,Close Long,2025-11-06 12:55:40,10.067468,78.200000,0.128740,0.031280,0.0000,Taker,trade
POPCAT,Open Long,2025-11-06 12:48:50,10.036188,78.200000,0.128340,-,0.0000,Taker,trade
TAO,Open Long,2025-11-06 12:48:46,10.111473,0.027000,374.499000,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 12:48:42,10.129755,0.019000,533.145000,-,0.0000,Taker,trade
BCH,Close Long,2025-11-06 12:48:35,10.006395,0.021000,476.495000,-0.058989,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 12:41:59,9.964188,5.200000,1.916190,-,0.0000,Taker,trade
TAO,Close Long,2025-11-06 12:34:57,10.196145,0.027000,377.635000,-0.012150,0.0000,Taker,trade
CRV,Close Long,2025-11-06 12:34:50,9.997848,23.900000,0.418320,0.002629,0.0000,Taker,trade
CRV,Open Long,2025-11-06 12:28:07,9.995219,23.900000,0.418210,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 12:27:57,9.981650,0.019000,525.350000,-0.078546,0.0000,Taker,trade
POPCAT,Close Long,2025-11-06 12:27:43,9.929283,77.700000,0.127790,-0.067599,0.0000,Taker,trade
NEAR,Close Long,2025-11-06 12:27:36,9.914892,5.200000,1.906710,-0.044928,0.0000,Taker,trade
NEAR,Open Long,2025-11-06 12:20:59,9.959820,5.200000,1.915350,-,0.0000,Taker,trade
XMR,Close Long,2025-11-06 12:20:47,9.832368,0.028000,351.156000,-0.198016,0.0000,Taker,trade
POPCAT,Open Long,2025-11-06 12:13:26,9.996882,77.700000,0.128660,-,0.0000,Taker,trade
TAO,Open Long,2025-11-06 12:06:38,10.208295,0.027000,378.085000,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 12:06:35,10.060196,0.019000,529.484000,-,0.0000,Taker,trade
TRUMP,Close Long,2025-11-06 12:06:15,10.033024,1.280000,7.838300,0.048256,0.0000,Taker,trade
SOL,Open Long,2025-11-06 11:59:17,9.991737,0.063000,158.599000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-06 11:52:15,10.065384,0.021000,479.304000,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 11:52:02,9.997533,0.063000,158.691000,-0.000378,0.0000,Taker,trade
SOL,Open Long,2025-11-06 11:45:08,9.997911,0.063000,158.697000,-,0.0000,Taker,trade
TRUMP,Open Long,2025-11-06 11:38:06,9.984768,1.280000,7.800600,-,0.0000,Taker,trade
1000BONK,Close Long,2025-11-06 11:37:48,10.016660,835.000000,0.011996,0.002505,0.0000,Taker,trade
TAO,Close Long,2025-11-06 11:37:41,10.184886,0.027000,377.218000,0.090288,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 11:30:38,9.991796,0.019000,525.884000,0.177783,0.0000,Taker,trade
BCH,Close Long,2025-11-06 11:30:24,10.072125,0.021000,479.625000,-0.010437,0.0000,Taker,trade
ADA,Close Long,2025-11-06 11:30:17,10.015159,18.700000,0.535570,0.001309,0.0000,Taker,trade
CRV,Close Long,2025-11-06 11:30:10,10.047408,23.800000,0.422160,0.072828,0.0000,Taker,trade
TAO,Open Long,2025-11-06 11:22:47,10.094598,0.027000,373.874000,-,0.0000,Taker,trade
1000BONK,Open Long,2025-11-06 11:22:22,10.014155,835.000000,0.011993,-,0.0000,Taker,trade
XMR,Open Long,2025-11-06 11:15:32,10.030384,0.028000,358.228000,-,0.0000,Taker,trade
CRV,Open Long,2025-11-06 11:08:08,9.974580,23.800000,0.419100,-,0.0000,Taker,trade
TAO,Close Long,2025-11-06 11:08:01,10.002690,0.027000,370.470000,-0.084213,0.0000,Taker,trade
ADA,Open Long,2025-11-06 11:00:47,10.013850,18.700000,0.535500,-,0.0000,Taker,trade
SOL,Close Long,2025-11-06 11:00:40,10.003581,0.063000,158.787000,-0.009828,0.0000,Taker,trade
XMR,Close Long,2025-11-06 11:00:19,10.029264,0.028000,358.188000,0.037212,0.0000,Taker,trade
XMR,Open Long,2025-11-06 10:53:21,9.992052,0.028000,356.859000,-,0.0000,Taker,trade
1000BONK,Close Long,2025-11-06 10:53:01,9.964864,832.000000,0.011977,-0.044928,0.0000,Taker,trade
1000BONK,Open Long,2025-11-06 10:46:09,10.009792,832.000000,0.012031,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 10:46:05,9.814013,0.019000,516.527000,-,0.0000,Taker,trade
TAO,Open Long,2025-11-06 10:46:01,10.086903,0.027000,373.589000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-06 10:45:55,9.974972,0.028000,356.249000,-0.041888,0.0000,Taker,trade
CRV,Close Long,2025-11-06 10:45:41,9.982914,23.700000,0.421220,-0.016353,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 10:38:47,9.815286,0.019000,516.594000,0.023389,0.0000,Taker,trade
TAO,Close Long,2025-11-06 10:38:19,10.067139,0.027000,372.857000,-0.022140,0.0000,Taker,trade
TAO,Open Long,2025-11-06 10:30:49,10.089279,0.027000,373.677000,-,0.0000,Taker,trade
ZEC,Open Long,2025-11-06 10:24:09,9.791897,0.019000,515.363000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-06 10:24:06,10.016860,0.028000,357.745000,-,0.0000,Taker,trade
PAXG,Close Long,2025-11-06 10:23:53,40.003000,0.010000,4000.300000,-0.082900,0.0000,Taker,trade
BCH,Open Long,2025-11-06 10:16:52,10.082562,0.021000,480.122000,-,0.0000,Taker,trade
XMR,Close Long,2025-11-06 10:09:48,10.058440,0.028000,359.230000,-0.010108,0.0000,Taker,trade
ZRO,Close Short,2025-11-06 10:09:34,9.979992,6.600000,1.512120,0.041118,0.0000,Taker,trade
BCH,Close Long,2025-11-06 10:09:27,10.046169,0.021000,478.389000,-0.023058,0.0000,Taker,trade
ZRO,Open Short,2025-11-06 10:02:02,10.021110,6.600000,1.518350,-,0.0000,Taker,trade
1000BONK,Close Long,2025-11-06 10:01:56,9.921784,824.000000,0.012041,-0.081576,0.0000,Taker,trade
ADA,Close Long,2025-11-06 10:01:49,10.014224,18.700000,0.535520,-0.009350,0.0000,Taker,trade
BCH,Open Long,2025-11-06 10:01:44,10.069227,0.021000,479.487000,-,0.0000,Taker,trade
SOL,Open Long,2025-11-06 09:54:50,10.013409,0.063000,158.943000,-,0.0000,Taker,trade
ADA,Open Long,2025-11-06 09:54:47,10.023574,18.700000,0.536020,-,0.0000,Taker,trade
XMR,Open Long,2025-11-06 09:54:43,10.068548,0.028000,359.591000,-,0.0000,Taker,trade
ZRO,Close Short,2025-11-06 09:54:37,10.146078,6.700000,1.514340,-0.084286,0.0000,Taker,trade
CRV,Open Long,2025-11-06 09:47:24,9.999267,23.700000,0.421910,-,0.0000,Taker,trade
1000BONK,Open Long,2025-11-06 09:47:21,10.003360,824.000000,0.012140,-,0.0000,Taker,trade
XMR,Close Long,2025-11-06 09:47:14,10.051356,0.028000,358.977000,-0.005600,0.0000,Taker,trade
BCH,Close Long,2025-11-06 09:47:07,10.081407,0.021000,480.067000,0.001344,0.0000,Taker,trade
SOL,Close Long,2025-11-06 09:46:53,10.033002,0.063000,159.254000,-0.023877,0.0000,Taker,trade
SOL,Open Long,2025-11-06 09:40:14,10.056879,0.063000,159.633000,-,0.0000,Taker,trade
BCH,Open Long,2025-11-06 09:40:10,10.080063,0.021000,480.003000,-,0.0000,Taker,trade
ZEC,Close Long,2025-11-06 09:40:04,10.307460,0.020000,515.373000,0.102780,0.0000,Taker,trade
ZRO,Open Short,2025-11-06 09:33:05,10.061792,6.700000,1.501760,-,0.0000,Taker,trade
PAXG,Open Long,2025-11-06 09:33:01,40.085900,0.010000,4008.590000,-,0.0000,Taker,trade
XMR,Open Long,2025-11-06 09:32:57,10.056956,0.028000,359.177000,-,0.0000,Taker,trade
BCH,Close Long,2025-11-06 09:32:44,10.070487,0.021000,479.547000,-0.010542,0.0000,Taker,trade
ADA,Close Long,2025-11-06 09:32:37,9.967926,18.600000,0.535910,-0.003906,0.0000,Taker,trade
SOL,Close Long,2025-11-06 09:32:30,10.047114,0.063000,159.478000,-0.004095,0.0000,Taker,trade
SOL,Open Long,2025-11-06 09:25:34,10.051209,0.063000,159.543000,-,0.0000,Taker,trade
ADA,Open Long,2025-11-06 09:25:30,9.971832,18.600000,0.536120,-,0.0000,Taker,trade
RESOLV,Close Long,2025-11-06 09:25:17,9.920166,114.000000,0.087019,-0.196764,0.0000,Taker,trade
